nr_registro;marca_comercial;formulacao;ingrediente_ativo;titular_de_registro;classe;modo_de_acao;classe_toxicologica;classe_ambiental;organicos;situacao
39125;"Acetamiprid 250 g/kg + Bifenthrin 250g/kg WG; Trabuco WG; Cripta TR;";WG - Grânulos Dispersíveis em Água;acetamiprido (neonicotinóide) (250 g/kg) + bifentrina (piretróide) (250 g/kg);Inovatis Agronegocios Importação e Exportação Ltda.;Inseticida;Não informado;Categoria 4  Produto Pouco Tóxico;Produto Muito Perigoso ao Meio Ambiente;NAO;True
10812;Acetamiprid CCAB 200 SP;SP - Pó Solúvel;acetamiprido (neonicotinóide) (200 g/kg);CCAB Agro S.A.   São Paulo;Inseticida;Sistêmico;Categoria 4  Produto Pouco Tóxico;Produto Muito Perigoso ao Meio Ambiente;NAO;True
26020;Acetamiprid CCAB 200 SP II;SP - Pó Solúvel;acetamiprido (neonicotinóide) (200 g/kg);CCAB Agro S.A.   São Paulo;Inseticida;Não informado;Categoria 4  Produto Pouco Tóxico;Produto Muito Perigoso ao Meio Ambiente;NAO;True
43619;Acetamiprid Nortox;SP - Pó Solúvel;acetamiprido (neonicotinóide) (200 g/kg);Nortox S.A. - Arapongas;Inseticida;Sistêmico;Categoria 4  Produto Pouco Tóxico;Produto Muito Perigoso ao Meio Ambiente;NAO;True
1218;Acetamiprid Nortox 200 SP;SP - Pó Solúvel;acetamiprido (neonicotinóide) (200 g/kg);Nortox S.A. - Arapongas;Inseticida;Sistêmico;Categoria 4  Produto Pouco Tóxico;Produto Muito Perigoso ao Meio Ambiente;NAO;True
27817;Acetamiprid Synwill;SP - Pó Solúvel;acetamiprido (neonicotinóide) (200 g/kg);AllierBrasil Agro Ltda.;Inseticida;Não informado;Categoria 4  Produto Pouco Tóxico;Produto Muito Perigoso ao Meio Ambiente;NAO;True
49925;Acetamiprido SC Albaugh 01;SC - Suspensão Concentrada;acetamiprido (neonicotinóide) (400 g/L);Albaugh Agro Brasil Ltda.- São Paulo;Inseticida;Não informado;Categoria 4  Produto Pouco Tóxico;Produto Muito Perigoso ao Meio Ambiente;NAO;True
57925;Acetide;SG - Granulado Solúvel;acefato (organofosforado) (970 g/kg);Prentiss Química Ltda. - Campo Largo/PR;Inseticida;Não informado;Categoria 4  Produto Pouco Tóxico;Produto Muito Perigoso ao Meio Ambiente;NAO;True
5924;"Aceway; Flame WG; Saggio; Indotop;";WG - Grânulos Dispersíveis em Água;acetamiprido (neonicotinóide) (250 g/kg) + bifentrina (piretróide) (250 g/kg);Rainbow Defensivos Agrícolas Ltda.- Porto Alegre /RS;Inseticida;Não informado;Categoria 4  Produto Pouco Tóxico;Produto Altamente Perigoso ao Meio Ambiente;NAO;True
11908;Acillatem;EC - Concentrado Emulsionável;lactofem (éter difenílico) (240 g/L);UPL do Brasil Indústria e Comércio de Insumos Agropecuários S.A. - Matriz Ituverava/SP;Herbicida;Seletivo e pós emergente;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Perigoso ao Meio Ambiente;OUTROS;True
712;Aclamado BR;SC - Suspensão Concentrada;Atrazina (triazina) (500 g/L);Ouro Fino Química S.A. - Uberaba;Herbicida;seletivo;Categoria 4  Produto Pouco Tóxico;Produto Muito Perigoso ao Meio Ambiente;NAO;True
52625;Acomple;SC - Suspensão Concentrada;Benzoato de Emamectina (avermectina) (50 g/L) + Isocicloseram (Isoxazoline) (200 g/L);Syngenta Proteção de Cultivos Ltda.  São Paulo/SP;Inseticida;Não informado;Categoria 4  Produto Pouco Tóxico;Produto Muito Perigoso ao Meio Ambiente;NAO;True
32725;Acribia Duo;EC - Concentrado Emulsionável;S-metolacloro (cloroacetanilida) (847 g/L) + sulfentrazona (triazolona) (88 g/L);Syngenta Proteção de Cultivos Ltda.  São Paulo/SP;Herbicida;Não informado;Categoria 4  Produto Pouco Tóxico;Produto Muito Perigoso ao Meio Ambiente;NAO;True
2605;Acrobat MZ;WP - Pó Molhável;dimetomorfe (morfolina) (90 g/kg) + mancozebe (alquilenobis(ditiocarbamato)) (600 g/kg);Basf S.A.  São Paulo;Fungicida;Sistêmico e de contato;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Muito Perigoso ao Meio Ambiente;NAO;True
4111;Acronis;FS - Suspensão Concentrada p/ Trat. Sementes;piraclostrobina (estrobilurina) (50 g/L) + tiofanato-metílico (benzimidazol (precursor de)) (450 g/L);Basf S.A.  São Paulo;Fungicida;Sistêmico;Categoria 4  Produto Pouco Tóxico;Produto Muito Perigoso ao Meio Ambiente;OUTROS;True
23420;Acronis UBS;FS - Suspensão Concentrada p/ Trat. Sementes;piraclostrobina (estrobilurina) (50 g/L) + tiofanato-metílico (benzimidazol (precursor de)) (450 g/L);Basf S.A.  São Paulo;Fungicida;Não informado;Categoria 4  Produto Pouco Tóxico;Produto Muito Perigoso ao Meio Ambiente;NAO;True
22820;"Across; Zarco;";SC - Suspensão Concentrada;Azoxistrobina (estrobilurina) (40 g/L) + clorotalonil (isoftalonitrila) (500 g/L) + difenoconazol (triazol) (40 g/L);Adama Brasil S.A.- Londrina/PR;Fungicida;Sistêmico/Contato;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Muito Perigoso ao Meio Ambiente;NAO;True
12317;Acrux 750 SP;SP - Pó Solúvel;acefato (organofosforado) (750 g/kg);Sharda do Brasil Comércio de Produtos Químicos e Agroquímicos LTDA;Inseticida;Sistêmico;Categoria 4  Produto Pouco Tóxico;Produto Muito Perigoso ao Meio Ambiente;NAO;True
10098;"Actara 250 WG; Nirvana;";WG - Grânulos Dispersíveis em Água;tiametoxam (neonicotinóide) (250 g/kg);Syngenta Proteção de Cultivos Ltda.  São Paulo/SP;Inseticida;Sistêmico;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Perigoso ao Meio Ambiente;NAO;True
5313;Actara 750 SG;SG - Granulado Solúvel;tiametoxam (neonicotinóide) (750 g/kg);Syngenta Proteção de Cultivos Ltda.  São Paulo/SP;Inseticida;sistêmico e de contato.;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Perigoso ao Meio Ambiente;NAO;True
1238404;Actellic 500 EC;EC - Concentrado Emulsionável;pirimifós-metílico (organofosforado) (500 g/L);Syngenta Proteção de Cultivos Ltda.  São Paulo/SP;Inseticida;Contato e fumigação;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Muito Perigoso ao Meio Ambiente;NAO;True
9609;Actelliclambda;CF - Suspensão Encapsulado p/ Trat. Sementes;lambda-cialotrina (piretróide) (50 g/L);Syngenta Proteção de Cultivos Ltda.  São Paulo/SP;Inseticida;de ingestão e contato;Categoria 4  Produto Pouco Tóxico;Produto Muito Perigoso ao Meio Ambiente;OUTROS;True
10911;Actend;WG - Grânulos Dispersíveis em Água;trifloxissulfurom-sódico (sulfoniluréia) (750 g/kg);Syngenta Proteção de Cultivos Ltda.  São Paulo/SP;Herbicida;SELETIVO;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Perigoso ao Meio Ambiente;OUTROS;True
15325;ActiMist PYR;HN - Concentrado Termo Nebulizável;pirimetanil (anilinopirimidina) (160 g/L);AgroFresh Brasil Ltda. - São Paulo/SP;Fungicida;Não informado;Não Classificado - Produto Não Classificado;Produto Perigoso ao Meio Ambiente;NAO;True
9414;Actigard;WG - Grânulos Dispersíveis em Água;acibenzolar-S-metílico (benzotiadiazol) (500 g/kg);Syngenta Proteção de Cultivos Ltda.  São Paulo/SP;Ativador de planta;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Perigoso ao Meio Ambiente;NAO;True
6211;Adage 350 FS;FS - Suspensão Concentrada p/ Trat. Sementes;tiametoxam (neonicotinóide) (350 g/kg);Syngenta Proteção de Cultivos Ltda.  São Paulo/SP;Inseticida;sistêmico;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Perigoso ao Meio Ambiente;NAO;True
28817;Adante Xtra;SC - Suspensão Concentrada;Azoxistrobina (estrobilurina) (242 g/L) + ciproconazol (triazol) (96 g/L) + tiametoxam (neonicotinóide) (182 g/L);Syngenta Proteção de Cultivos Ltda.  São Paulo/SP;Fungicida/Inseticida;sistêmico.;Categoria 4  Produto Pouco Tóxico;Produto Muito Perigoso ao Meio Ambiente;NAO;True
2708;Addit;SL - Concentrado Solúvel;2,4-D-trietanolamina (ácido ariloxialcanóico) (406 g/L) + picloram (ácido piridinocarboxílico) (103 g/L);Sumitomo Chemical Brasil Indústria Química S.A. - Maracanaú/CE;Herbicida;Sistêmico e  seletivo.;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Perigoso ao Meio Ambiente;NAO;True
421;Adengo;SC - Suspensão Concentrada;isoxaflutol (isoxazol) (225 g/L) + tiencarbazona metílica (triazolona) (90 g/L);Bayer S.A. - São Paulo/ SP;Herbicida;SISTÊMICO;Não Classificado - Produto Não Classificado;Produto Muito Perigoso ao Meio Ambiente;NAO;True
25218;Aderis;SC - Suspensão Concentrada;clorotalonil (isoftalonitrila) (500 g/L);Ouro Fino Química S.A. - Uberaba;Fungicida;Contato;Categoria 4  Produto Pouco Tóxico;Produto Perigoso ao Meio Ambiente;NAO;True
14822;Adetus;SC - Suspensão Concentrada;Pidiflumetofen (carboxamida) (75 g/L) + difenoconazol (triazol) (125 g/L);Syngenta Proteção de Cultivos Ltda.  São Paulo/SP;Fungicida;Sistêmico;Categoria 4  Produto Pouco Tóxico;Produto Muito Perigoso ao Meio Ambiente;NAO;True
12821;Adexar;EC - Concentrado Emulsionável;epoxiconazol (triazol) (62.5 g/L) + fluxapiroxade (carboxamida) (62.5 g/L);Basf S.A.  São Paulo;Fungicida;Não informado;Categoria 4  Produto Pouco Tóxico;Produto Perigoso ao Meio Ambiente;NAO;True
16625;"Adiconstar; Katai;";SC - Suspensão Concentrada;Azoxistrobina (estrobilurina) (200 g/L) + difenoconazol (triazol) (125 g/L);Rainbow Defensivos Agrícolas Ltda.- Porto Alegre /RS;Fungicida;Não informado;Categoria 4  Produto Pouco Tóxico;Produto Muito Perigoso ao Meio Ambiente;NAO;True
31718;Adifac;SL - Concentrado Solúvel;bentazona (benzotiadiazinona) (600 g/L) + imazamoxi (imidazolinona) (28 g/L);Basf S.A.  São Paulo;Herbicida;Sistêmico/ Contato/ Seletivo;Categoria 4  Produto Pouco Tóxico;Produto Perigoso ao Meio Ambiente;NAO;True
1595;Advance;WG - Grânulos Dispersíveis em Água;diurom (uréia) (533 g/kg) + hexazinona (triazinona) (67 g/kg);Ouro Fino Química S.A. - Uberaba;Herbicida;Seletivo, de ação sistêmica;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Muito Perigoso ao Meio Ambiente;NAO;True
1522;Adver 240 SC;SC - Suspensão Concentrada;clorfenapir (análogo de pirazol) (240 g/L);Tecnomyl Brasil Distribuidora de Produtos Agrícolas Ltda - Foz do Iguaçu;Acaricida/Inseticida;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Muito Perigoso ao Meio Ambiente;NAO;True
6010;Afalon 450 SC;SC - Suspensão Concentrada;linurom (uréia) (450 g/L);Adama Brasil S.A.- Londrina/PR;Herbicida;Seletivo de ação sistêmica;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Muito Perigoso ao Meio Ambiente;OUTROS;True
88507;Afalon SC;SC - Suspensão Concentrada;linurom (uréia) (450 g/L);Adama Brasil S.A.- Londrina/PR;Herbicida;Seletivo, de ação sistêmica;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Muito Perigoso ao Meio Ambiente;OUTROS;True
1007;Affinity 400 EC;EC - Concentrado Emulsionável;carfentrazona-etílica (triazolona) (400 g/L);FMC Química do Brasil Ltda. - Campinas/SP;Herbicida;seletivo condicional de ação não sistêmica;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Muito Perigoso ao Meio Ambiente;OUTROS;True
13323;"Afiado; Proud;";SC - Suspensão Concentrada;acetamiprido (neonicotinóide) (250 g/L) + bifentrina (piretróide) (250 g/L);Albaugh Agro Brasil Ltda.- São Paulo;Inseticida;Não informado;Categoria 4  Produto Pouco Tóxico;Produto Altamente Perigoso ao Meio Ambiente;NAO;True
26317;AfincoBR;SC - Suspensão Concentrada;diafentiurom (feniltiouréia) (500 g/L);Ouro Fino Química S.A. - Uberaba;Inseticida;Não informado;Categoria 4  Produto Pouco Tóxico;Produto Muito Perigoso ao Meio Ambiente;NAO;True
24820;AgTecmmon;SC - Suspensão Concentrada;Bacillus velezensis cepa CBMAI 1304 (Produto Microbiológico) (947 g/L);Massen Produtos Biologicos S.A. - Indaiatuba/SP;Fungicida microbiológico;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Pouco Perigoso ao Meio Ambiente;NAO;True
6111;Agata;SC - Suspensão Concentrada;fluazinam (fenilpiridinilamina) (500 g/L);ISK Biosciences do Brasil Defensivos Agricolas Ltda;Acaricida/Fungicida;Contato.;Categoria 4  Produto Pouco Tóxico;Produto Altamente Perigoso ao Meio Ambiente;NAO;True
4825;Agathos;SC - Suspensão Concentrada;Bacillus amyloliquefaciens, cepa GNC005A (Biológico) (708.7 g/L);Genica Inovação Biotecnologica S.A.. - Planta 2/Piracicaba/SP;Fungicida microbiológico;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Pouco Perigoso ao Meio Ambiente;NAO;True
45124;Agbti;SC - Suspensão Concentrada;Bacillus thuringiensis var. kurstaki, isolado HD-1 (S1450) (Produto Microbiológico) (940 g/L);Binova Agro Industrial Ltda;Inseticida Microbiológico;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Pouco Perigoso ao Meio Ambiente;SIM;True
17320;"Agdommon; Nemaoff; Bionexus; Volga; Fazen;";WP - Pó Molhável;Bacillus licheniformis (Produto Microbiológico) (200 g/kg) + Bacillus subtilis (Produto Microbiológico) (200 g/kg) + Paecilomyces lilacinus (Produto Microbiológico) (200 g/kg);Massen Produtos Biologicos S.A. - Indaiatuba/SP;Nematicida Microbiológico;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Pouco Perigoso ao Meio Ambiente;NAO;True
19907;Agefix;EC - Concentrado Emulsionável;óleo mineral (hidrocarbonetos alifáticos) (920 g/L);Gulf Oil do Brasil Ltda - Iperó/SP;Acaricida/Inseticida;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Perigoso ao Meio Ambiente;OUTROS;True
46324;Agemax;SO - Óleo para Pulverização;óleo mineral (hidrocarbonetos alifáticos) (848 g/L);Gulf Oil do Brasil Ltda - Iperó/SP;Fungicida;Não informado;Categoria 4  Produto Pouco Tóxico;Produto Perigoso ao Meio Ambiente;NAO;True
26622;Aggressor;SP - Pó Solúvel;acefato (organofosforado) (750 g/kg);AllierBrasil Agro Ltda.;Acaricida/Inseticida;Não informado;Categoria 4  Produto Pouco Tóxico;Produto Muito Perigoso ao Meio Ambiente;NAO;True
2019;Agile;EC - Concentrado Emulsionável;cletodim (oxima ciclohexanodiona) (240 g/L) + haloxifope-P-metílico (ácido ariloxifenoxipropiônico) (123.6 g/L);UPL do Brasil Indústria e Comércio de Insumos Agropecuários S.A. - Matriz Ituverava/SP;Herbicida;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Perigoso ao Meio Ambiente;NAO;True
10226;Agilica;EC - Concentrado Emulsionável;carfentrazona-etílica (triazolona) (400 g/L);Rainbow Defensivos Agrícolas Ltda.- Porto Alegre /RS;Herbicida;Seletivo/Não sistêmico;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Muito Perigoso ao Meio Ambiente;NAO;True
18125;Agnexmmon Pro;SC - Suspensão Concentrada;Beauveria bassiana, isolado IBCB 66* (Produto Microbiológico) (100 g/L);Binova Agro Industrial Ltda;Acaricida Microbiológico/Inseticida Microbiológico;Contato;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Pouco Perigoso ao Meio Ambiente;SIM;True
6095;Agree;WP - Pó Molhável;Bacillus thuringiensis (Produto Microbiológico) (500 g/kg);Bio Controle - Métodos de Controle de Pragas Ltda.;Inseticida Microbiológico;Ingestão;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Pouco Perigoso ao Meio Ambiente;OUTROS;True
2698707;"Agrinose; Oxi-Cup 35 WP;";WP - Pó Molhável;oxicloreto de cobre (inorgânico) (600 g/kg);Quimetal Produtos Quimicos do Brasil Ltda.;Bactericida/Fungicida;De contato;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Muito Perigoso ao Meio Ambiente;OUTROS;True
178810;Agritoato 400;EC - Concentrado Emulsionável;dimetoato (organofosforado) (400 g/L);Sumitomo Chemical Brasil Indústria Química S.A. - Maracanaú/CE;Inseticida;Sistêmico;Categoria 4  Produto Pouco Tóxico;Produto Muito Perigoso ao Meio Ambiente;OUTROS;True
2110;Agritone;SL - Concentrado Solúvel;MCPA (ácido ariloxialcanóico) (585.6 g/L);Sumitomo Chemical Brasil Indústria Química S.A. - Maracanaú/CE;Herbicida;seletivo;Categoria 4  Produto Pouco Tóxico;Produto Perigoso ao Meio Ambiente;OUTROS;True
4726;Agritésia;Insetos Vivos;Cotesia flavipes  (Biológico) (750 Unidades de vespas/tubete);RL Controle Biologico Ltda - EPP;Inseticida Microbiológico;Não informado;Não Classificado - Produto Não Classificado;Produto Pouco Perigoso ao Meio Ambiente;SIM;True
5100;Agro-Oil;EC - Concentrado Emulsionável;óleo vegetal (ésteres de ácidos graxos) (880 g/L);Vittia S.A. - São Joaquim da Barra 01;Inseticida;De contato;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Pouco Perigoso ao Meio Ambiente;NAO;True
32522;Agroneem;EC - Concentrado Emulsionável;azadiractina (Tetranortriterpenóide) (500 g/L);Ophicina Organica Fertilizantes - Atibaia/SP;Fungicida/Inseticida;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Pouco Perigoso ao Meio Ambiente;SIM;True
24522;Agrosban;EC - Concentrado Emulsionável;clorpirifós (organofosforado) (480 g/L);Syncrom Assessoria e Comércio de Produtos Agropecuários  Ltda.;Acaricida/Inseticida;Não informado;Categoria 3  Produto Moderadamente Tóxico;Produto Altamente Perigoso ao Meio Ambiente;NAO;True
24822;"Agroshield; Clorotalonil 825 WG NGC;";WG - Grânulos Dispersíveis em Água;clorotalonil (isoftalonitrila) (825 g/kg);NGC Agrosciences Brasil Ltda - Botucatu/SP;Fungicida;Contato;Categoria 4  Produto Pouco Tóxico;Produto Muito Perigoso ao Meio Ambiente;NAO;True
1448999;Agrothio 800;SC - Suspensão Concentrada;enxofre (inorgânico) (800 g/L);Vittia S.A. - São Joaquim da Barra 01;Acaricida/Fungicida;De contato;Não Classificado - Produto Não Classificado;Produto Pouco Perigoso ao Meio Ambiente;OUTROS;True
28220;"Agrotop; Pilardifen; Ditor 250 TM;";EC - Concentrado Emulsionável;difenoconazol (triazol) (250 g/L);Pilarquim Br Comercial Ltda.- São Paulo;Fungicida;Sistêmico;Categoria 4  Produto Pouco Tóxico;Produto Muito Perigoso ao Meio Ambiente;OUTROS;True
5826;Agtrich;WP - Pó Molhável;Trichoderma harzianum, isolado IB 19/17 (Produto Microbiológico) (100 g/kg);Nave Bio Science Ltda;Fungicida microbiológico;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Pouco Perigoso ao Meio Ambiente;SIM;True
11118;Airone;SC - Suspensão Concentrada;hidróxido de cobre (inorgânico) (233 g/L) + oxicloreto de cobre (inorgânico) (239.4 g/L);Gowan Produtos Agrícolas Ltda. - Matriz Campinas/SP;Fungicida;De contato;Categoria 4  Produto Pouco Tóxico;Produto Perigoso ao Meio Ambiente;NAO;True
7019;Airone Inox;SC - Suspensão Concentrada;hidróxido de cobre (inorgânico) (223 g/L) + oxicloreto de cobre (inorgânico) (239.4 g/L);Gowan Produtos Agrícolas Ltda. - Matriz Campinas/SP;Fungicida;Contato;Categoria 4  Produto Pouco Tóxico;Produto Perigoso ao Meio Ambiente;NAO;True
7119;Airone Scudo;SC - Suspensão Concentrada;hidróxido de cobre (inorgânico) (223 g/L) + oxicloreto de cobre (inorgânico) (239.4 g/L);Gowan Produtos Agrícolas Ltda. - Matriz Campinas/SP;Fungicida;Contato;Categoria 4  Produto Pouco Tóxico;Produto Perigoso ao Meio Ambiente;NAO;True
1703;Akito;EC - Concentrado Emulsionável;Beta-Cipermetrina (piretróide) (100 g/L);UPL do Brasil Indústria e Comércio de Insumos Agropecuários S.A. - Matriz Ituverava/SP;Inseticida;De contato e ingestão;Categoria 4  Produto Pouco Tóxico;Produto Muito Perigoso ao Meio Ambiente;NAO;True
11601;Alaclor + Atrazina SC Nortox;SC - Suspensão Concentrada;Alacloro (cloroacetanilida) (240 g/L) + Atrazina (triazina) (250 g/L);Nortox S.A. - Arapongas;Herbicida;Seletivo, de ação não sistêmica;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Muito Perigoso ao Meio Ambiente;OUTROS;True
1038601;Alaclor Nortox;EC - Concentrado Emulsionável;Alacloro (cloroacetanilida) (480 g/L);Nortox S.A. - Arapongas;Herbicida;Seletivo, de ação não sistêmica;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Muito Perigoso ao Meio Ambiente;OUTROS;True
